sentence,author
Some of the writers who have come forward on the other side of the question seem to have been aware of the dilemma; and have even been bold enough to hint at the division of the larger States as a desirable thing,Hamilton
"Such an infatuated policy, such a desperate expedient, might, by the multiplication of petty offices, answer the views of men who possess not qualifications to extend their influence beyond the narrow circles of personal intrigue, but it could never promote the greatness or happiness of the people of America",Hamilton
"Referring the examination of the principle itself to another place, as has been already mentioned, it will be sufficient to remark here that, in the sense of the author who has been most emphatically quoted upon the occasion, it would only dictate a reduction of the SIZE of the more considerable MEMBERS of the Union, but would not militate against their being all comprehended in one confederate government",Hamilton
"And this is the true question, in the discussion of which we are at present interested",Hamilton
"So far are the suggestions of Montesquieu from standing in opposition to a general Union of the States, that he explicitly treats of a CONFEDERATE REPUBLIC as the expedient for extending the sphere of popular government, and reconciling the advantages of monarchy with those of republicanism",Hamilton
"""It is very probable,'' (says he [1] ) ""that mankind would have been obliged at length to live constantly under the government of a single person, had they not contrived a kind of constitution that has all the internal advantages of a republican, together with the external force of a monarchical government",Hamilton
I mean a CONFEDERATE REPUBLIC,Hamilton
"""This form of government is a convention by which several smaller STATES agree to become members of a larger ONE, which they intend to form",Hamilton
"It is a kind of assemblage of societies that constitute a new one, capable of increasing, by means of new associations, till they arrive to such a degree of power as to be able to provide for the security of the united body",Hamilton
"""A republic of this kind, able to withstand an external force, may support itself without any internal corruptions",Hamilton
The form of this society prevents all manner of inconveniences,Hamilton
"""If a single member should attempt to usurp the supreme authority, he could not be supposed to have an equal authority and credit in all the confederate states",Hamilton
"Were he to have too great influence over one, this would alarm the rest",Hamilton
"Were he to subdue a part, that which would still remain free might oppose him with forces independent of those which he had usurped and overpower him before he could be settled in his usurpation",Hamilton
"""Should a popular insurrection happen in one of the confederate states the others are able to quell it",Hamilton
"Should abuses creep into one part, they are reformed by those that remain sound",Hamilton
"The state may be destroyed on one side, and not on the other; the confederacy may be dissolved, and the confederates preserve their sovereignty",Hamilton
"""As this government is composed of small republics, it enjoys the internal happiness of each; and with respect to its external situation, it is possessed, by means of the association, of all the advantages of large monarchies",Hamilton
"''I have thought it proper to quote at length these interesting passages, because they contain a luminous abridgment of the principal arguments in favor of the Union, and must effectually remove the false impressions which a misapplication of other parts of the work was calculated to make",Hamilton
"They have, at the same time, an intimate connection with the more immediate design of this paper; which is, to illustrate the tendency of the Union to repress domestic faction and insurrection",Hamilton
"A distinction, more subtle than accurate, has been raised between a CONFEDERACY and a CONSOLIDATION of the States",Hamilton
"The essential characteristic of the first is said to be, the restriction of its authority to the members in their collective capacities, without reaching to the individuals of whom they are composed",Hamilton
It is contended that the national council ought to have no concern with any object of internal administration,Hamilton
An exact equality of suffrage between the members has also been insisted upon as a leading feature of a confederate government,Hamilton
"These positions are, in the main, arbitrary; they are supported neither by principle nor precedent",Hamilton
"It has indeed happened, that governments of this kind have generally operated in the manner which the distinction taken notice of, supposes to be inherent in their nature; but there have been in most of them extensive exceptions to the practice, which serve to prove, as far as example will go, that there is no absolute rule on the subject",Hamilton
"And it will be clearly shown in the course of this investigation that as far as the principle contended for has prevailed, it has been the cause of incurable disorder and imbecility in the government",Hamilton
"The definition of a CONFEDERATE REPUBLIC seems simply to be ""an assemblage of societies,'' or an association of two or more states into one state",Hamilton
"The extent, modifications, and objects of the federal authority are mere matters of discretion",Hamilton
"So long as the separate organization of the members be not abolished; so long as it exists, by a constitutional necessity, for local purposes; though it should be in perfect subordination to the general authority of the union, it would still be, in fact and in theory, an association of states, or a confederacy",Hamilton
"The proposed Constitution, so far from implying an abolition of the State governments, makes them constituent parts of the national sovereignty, by allowing them a direct representation in the Senate, and leaves in their possession certain exclusive and very important portions of sovereign power",Hamilton
"This fully corresponds, in every rational import of the terms, with the idea of a federal government",Hamilton
"In the Lycian confederacy, which consisted of twenty-three CITIES or republics, the largest were entitled to THREE votes in the COMMON COUNCIL, those of the middle class to TWO, and the smallest to ONE",Hamilton
The COMMON COUNCIL had the appointment of all the judges and magistrates of the respective CITIES,Hamilton
"This was certainly the most, delicate species of interference in their internal administration; for if there be any thing that seems exclusively appropriated to the local jurisdictions, it is the appointment of their own officers",Hamilton
"Yet Montesquieu, speaking of this association, says: ""Were I to give a model of an excellent Confederate Republic, it would be that of Lycia",Hamilton
"'' Thus we perceive that the distinctions insisted upon were not within the contemplation of this enlightened civilian; and we shall be led to conclude, that they are the novel refinements of an erroneous theory",Hamilton
"THE importance of the Union, in a commercial light, is one of those points about which there is least room to entertain a difference of opinion, and which has, in fact, commanded the most general assent of men who have any acquaintance with the subject",Hamilton
This applies as well to our intercourse with foreign countries as with each other,Hamilton
"There are appearances to authorize a supposition that the adventurous spirit, which distinguishes the commercial character of America, has already excited uneasy sensations in several of the maritime powers of Europe",Hamilton
"They seem to be apprehensive of our too great interference in that carrying trade, which is the support of their navigation and the foundation of their naval strength",Hamilton
"Those of them which have colonies in America look forward to what this country is capable of becoming, with painful solicitude",Hamilton
"They foresee the dangers that may threaten their American dominions from the neighborhood of States, which have all the dispositions, and would possess all the means, requisite to the creation of a powerful marine",Hamilton
"Impressions of this kind will naturally indicate the policy of fostering divisions among us, and of depriving us, as far as possible, of an ACTIVE COMMERCE in our own bottoms",Hamilton
"This would answer the threefold purpose of preventing our interference in their navigation, of monopolizing the profits of our trade, and of clipping the wings by which we might soar to a dangerous greatness",Hamilton
"Did not prudence forbid the detail, it would not be difficult to trace, by facts, the workings of this policy to the cabinets of ministers",Hamilton
"If we continue united, we may counteract a policy so unfriendly to our prosperity in a variety of ways",Hamilton
"By prohibitory regulations, extending, at the same time, throughout the States, we may oblige foreign countries to bid against each other, for the privileges of our markets",Hamilton
"This assertion will not appear chimerical to those who are able to appreciate the importance of the markets of three millions of people--increasing in rapid progression, for the most part exclusively addicted to agriculture, and likely from local circumstances to remain so--to any manufacturing nation; and the immense difference there would be to the trade and navigation of such a nation, between a direct communication in its own ships, and an indirect conveyance of its products and returns, to and from America, in the ships of another country",Hamilton
"Suppose, for instance, we had a government in America, capable of excluding Great Britain (with whom we have at present no treaty of commerce) from all our ports; what would be the probable operation of this step upon her politics? Would it not enable us to negotiate, with the fairest prospect of success, for commercial privileges of the most valuable and extensive kind, in the dominions of that kingdom? When these questions have been asked, upon other occasions, they have received a plausible, but not a solid or satisfactory answer",Hamilton
"It has been said that prohibitions on our part would produce no change in the system of Britain, because she could prosecute her trade with us through the medium of the Dutch, who would be her immediate customers and paymasters for those articles which were wanted for the supply of our markets",Hamilton
"But would not her navigation be materially injured by the loss of the important advantage of being her own carrier in that trade? Would not the principal part of its profits be intercepted by the Dutch, as a compensation for their agency and risk? Would not the mere circumstance of freight occasion a considerable deduction? Would not so circuitous an intercourse facilitate the competitions of other nations, by enhancing the price of British commodities in our markets, and by transferring to other hands the management of this interesting branch of the British commerce?A mature consideration of the objects suggested by these questions will justify a belief that the real disadvantages to Britain from such a state of things, conspiring with the pre-possessions of a great part of the nation in favor of the American trade, and with the importunities of the West India islands, would produce a relaxation in her present system, and would let us into the enjoyment of privileges in the markets of those islands elsewhere, from which our trade would derive the most substantial benefits",Hamilton
"Such a point gained from the British government, and which could not be expected without an equivalent in exemptions and immunities in our markets, would be likely to have a correspondent effect on the conduct of other nations, who would not be inclined to see themselves altogether supplanted in our trade",Hamilton
"A further resource for influencing the conduct of European nations toward us, in this respect, would arise from the establishment of a federal navy",Hamilton
"There can be no doubt that the continuance of the Union under an efficient government would put it in our power, at a period not very distant, to create a navy which, if it could not vie with those of the great maritime powers, would at least be of respectable weight if thrown into the scale of either of two contending parties",Hamilton
This would be more peculiarly the case in relation to operations in the West Indies,Hamilton
"A few ships of the line, sent opportunely to the reinforcement of either side, would often be sufficient to decide the fate of a campaign, on the event of which interests of the greatest magnitude were suspended",Hamilton
"Our position is, in this respect, a most commanding one",Hamilton
"And if to this consideration we add that of the usefulness of supplies from this country, in the prosecution of military operations in the West Indies, it will readily be perceived that a situation so favorable would enable us to bargain with great advantage for commercial privileges",Hamilton
"A price would be set not only upon our friendship, but upon our neutrality",Hamilton
"By a steady adherence to the Union we may hope, erelong, to become the arbiter of Europe in America, and to be able to incline the balance of European competitions in this part of the world as our interest may dictate",Hamilton
"But in the reverse of this eligible situation, we shall discover that the rivalships of the parts would make them checks upon each other, and would frustrate all the tempting advantages which nature has kindly placed within our reach",Hamilton
"In a state so insignificant our commerce would be a prey to the wanton intermeddlings of all nations at war with each other; who, having nothing to fear from us, would with little scruple or remorse, supply their wants by depredations on our property as often as it fell in their way",Hamilton
The rights of neutrality will only be respected when they are defended by an adequate power,Hamilton
"A nation, despicable by its weakness, forfeits even the privilege of being neutral",Hamilton
"Under a vigorous national government, the natural strength and resources of the country, directed to a common interest, would baffle all the combinations of European jealousy to restrain our growth",Hamilton
"This situation would even take away the motive to such combinations, by inducing an impracticability of success",Hamilton
"An active commerce, an extensive navigation, and a flourishing marine would then be the offspring of moral and physical necessity",Hamilton
We might defy the little arts of the little politicians to control or vary the irresistible and unchangeable course of nature,Hamilton
"But in a state of disunion, these combinations might exist and might operate with success",Hamilton
"It would be in the power of the maritime nations, availing themselves of our universal impotence, to prescribe the conditions of our political existence; and as they have a common interest in being our carriers, and still more in preventing our becoming theirs, they would in all probability combine to embarrass our navigation in such a manner as would in effect destroy it, and confine us to a PASSIVE COMMERCE",Hamilton
"We should then be compelled to content ourselves with the first price of our commodities, and to see the profits of our trade snatched from us to enrich our enemies and p rsecutors",Hamilton
"That unequaled spirit of enterprise, which signalizes the genius of the American merchants and navigators, and which is in itself an inexhaustible mine of national wealth, would be stifled and lost, and poverty and disgrace would overspread a country which, with wisdom, might make herself the admiration and envy of the world",Hamilton
"There are rights of great moment to the trade of America which are rights of the Union--I allude to the fisheries, to the navigation of the Western lakes, and to that of the Mississippi",Hamilton
The dissolution of the Confederacy would give room for delicate questions concerning the future existence of these rights; which the interest of more powerful partners would hardly fail to solve to our disadvantage,Hamilton
The disposition of Spain with regard to the Mississippi needs no comment,Hamilton
"France and Britain are concerned with us in the fisheries, and view them as of the utmost moment to their navigation",Hamilton
"They, of course, would hardly remain long indifferent to that decided mastery, of which experience has shown us to be possessed in this valuable branch of traffic, and by which we are able to undersell those nations in their own markets",Hamilton
What more natural than that they should be disposed to exclude from the lists such dangerous competitors?This branch of trade ought not to be considered as a partial benefit,Hamilton
"All the navigating States may, in different degrees, advantageously participate in it, and under circumstances of a greater extension of mercantile capital, would not be unlikely to do it",Hamilton
"As a nursery of seamen, it now is, or when time shall have more nearly assimilated the principles of navigation in the several States, will become, a universal resource",Hamilton
"To the establishment of a navy, it must be indispensable",Hamilton
"To this great national object, a NAVY, union will contribute in various ways",Hamilton
Every institution will grow and flourish in proportion to the quantity and extent of the means concentred towards its formation and support,Hamilton
"A navy of the United States, as it would embrace the resources of all, is an object far less remote than a navy of any single State or partial confederacy, which would only embrace the resources of a single part",Hamilton
"It happens, indeed, that different portions of confederated America possess each some peculiar advantage for this essential establishment",Hamilton
"The more southern States furnish in greater abundance certain kinds of naval stores--tar, pitch, and turpentine",Hamilton
Their wood for the construction of ships is also of a more solid and lasting texture,Hamilton
"The difference in the duration of the ships of which the navy might be composed, if chiefly constructed of Southern wood, would be of signal importance, either in the view of naval strength or of national economy",Hamilton
"Some of the Southern and of the Middle States yield a greater plenty of iron, and of better quality",Hamilton
Seamen must chiefly be drawn from the Northern hive,Hamilton
"The necessity of naval protection to external or maritime commerce does not require a particular elucidation, no more than the conduciveness of that species of commerce to the prosperity of a navy",Hamilton
"An unrestrained intercourse between the States themselves will advance the trade of each by an interchange of their respective productions, not only for the supply of reciprocal wants at home, but for exportation to foreign markets",Hamilton
"The veins of commerce in every part will be replenished, and will acquire additional motion and vigor from a free circulation of the commodities of every part",Hamilton
"Commercial enterprise will have much greater scope, from the diversity in the productions of different States",Hamilton
"When the staple of one fails from a bad harvest or unproductive crop, it can call to its aid the staple of another",Hamilton
"The variety, not less than the value, of products for exportation contributes to the activity of foreign commerce",Hamilton
It can be conducted upon much better terms with a large number of materials of a given value than with a small number of materials of the same value; arising from the competitions of trade and from the fluctations of markets,Hamilton
"Particular articles may be in great demand at certain periods, and unsalable at others; but if there be a variety of articles, it can scarcely happen that they should all be at one time in the latter predicament, and on this account the operations of the merchant would be less liable to any considerable obstruction or stagnation",Hamilton
"The speculative trader will at once perceive the force of these observations, and will acknowledge that the aggregate balance of the commerce of the United States would bid fair to be much more favorable than that of the thirteen States without union or with partial unions",Hamilton
"It may perhaps be replied to this, that whether the States are united or disunited, there would still be an intimate intercourse between them which would answer the same ends; this intercourse would be fettered, interrupted, and narrowed by a multiplicity of causes, which in the course of these papers have been amply detailed",Hamilton
"A unity of commercial, as well as political, interests, can only result from a unity of government",Hamilton
"There are other points of view in which this subject might be placed, of a striking and animating kind",Hamilton
"But they would lead us too far into the regions of futurity, and would involve topics not proper for a newspaper discussion",Hamilton
"I shall briefly observe, that our situation invites and our interests prompt us to aim at an ascendant in the system of American affairs",Hamilton
"The world may politically, as well as geographically, be divided into four parts, each having a distinct set of interests",Hamilton
"Unhappily for the other three, Europe, by her arms and by her negotiations, by force and by fraud, has, in different degrees, extended her dominion over them all",Hamilton
"Africa, Asia, and America, have successively felt her domination",Hamilton
"The superiority she has long maintained has tempted her to plume herself as the Mistress of the World, and to consider the rest of mankind as created for her benefit",Hamilton
"Men admired as profound philosophers have, in direct terms, attributed to her inhabitants a physical superiority, and have gravely asserted that all animals, and with them the human species, degenerate in America--that even dogs cease to bark after having breathed awhile in our atmosphere",Hamilton
[1] Facts have too long supported these arrogant pretensions of the Europeans,Hamilton
"It belongs to us to vindicate the honor of the human race, and to teach that assuming brother, moderation",Hamilton
Union will enable us to do it,Hamilton
Disunion will will add another victim to his triumphs,Hamilton
"Let Americans disdain to be the instruments of European greatness! Let the thirteen States, bound together in a strict and indissoluble Union, concur in erecting one great American system, superior to the control of all transatlantic force or influence, and able to dictate the terms of the connection between the old and the new world!",Hamilton
THE effects of Union upon the commercial prosperity of the States have been sufficiently delineated,Hamilton
Its tendency to promote the interests of revenue will be the subject of our present inquiry,Hamilton
"The prosperity of commerce is now perceived and acknowledged by all enlightened statesmen to be the most useful as well as the most productive source of national wealth, and has accordingly become a primary object of their political cares",Hamilton
"By multipying the means of gratification, by promoting the introduction and circulation of the precious metals, those darling objects of human avarice and enterprise, it serves to vivify and invigorate the channels of industry, and to make them flow with greater activity and copiousness",Hamilton
"The assiduous merchant, the laborious husbandman, the active mechanic, and the industrious manufacturer,--all orders of men, look forward with eager expectation and growing alacrity to this pleasing reward of their toils",Hamilton
"The often-agitated question between agriculture and commerce has, from indubitable experience, received a decision which has silenced the rivalship that once subsisted between them, and has proved, to the satisfaction of their friends, that their interests are intimately blended and interwoven",Hamilton
"It has been found in various countries that, in proportion as commerce has flourished, land has risen in value",Hamilton
"And how could it have happened otherwise? Could that which procures a freer vent for the products of the earth, which furnishes new incitements to the cultivation of land, which is the most powerful instrument in increasing the quantity of money in a state--could that, in fine, which is the faithful handmaid of labor and industry, in every shape, fail to augment that article, which is the prolific parent of far the greatest part of the objects upon which they are exerted? It is astonishing that so simple a truth should ever have had an adversary; and it is one, among a multitude of proofs, how apt a spirit of ill-informed jealousy, or of too great abstraction and refinement, is to lead men astray from the plainest truths of reason and conviction",Hamilton
"The ability of a country to pay taxes must always be proportioned, in a great degree, to the quantity of money in circulation, and to the celerity with which it circulates",Hamilton
"Commerce, contributing to both these objects, must of necessity render the payment of taxes easier, and facilitate the requisite supplies to the treasury",Hamilton
"The hereditary dominions of the Emperor of Germany contain a great extent of fertile, cultivated, and populous territory, a large proportion of which is situated in mild and luxuriant climates",Hamilton
In some parts of this territory are to be found the best gold and silver mines in Europe,Hamilton
"And yet, from the want of the fostering influence of commerce, that monarch can boast but slender revenues",Hamilton
"He has several times been compelled to owe obligations to the pecuniary succors of other nations for the preservation of his essential interests, and is unable, upon the strength of his own resources, to sustain a long or continued war",Hamilton
But it is not in this aspect of the subject alone that Union will be seen to conduce to the purpose of revenue,Hamilton
"There are other points of view, in which its influence will appear more immediate and decisive",Hamilton
"It is evident from the state of the country, from the habits of the people, from the experience we have had on the point itself, that it is impracticable to raise any very considerable sums by direct taxation",Hamilton
"Tax laws have in vain been multiplied; new methods to enforce the collection have in vain been tried; the public expectation has been uniformly disappointed, and the treasuries of the States have remained empty",Hamilton
"The popular system of administration inherent in the nature of popular government, coinciding with the real scarcity of money incident to a languid and mutilated state of trade, has hitherto defeated every experiment for extensive collections, and has at length taught the different legislatures the folly of attempting them",Hamilton
No person acquainted with what happens in other countries will be surprised at this circumstance,Hamilton
"In so opulent a nation as that of Britain, where direct taxes from superior wealth must be much more tolerable, and, from the vigor of the government, much more practicable, than in America, far the greatest part of the national revenue is derived from taxes of the indirect kind, from imposts, and from excises",Hamilton
Duties on imported articles form a large branch of this latter description,Hamilton
"In America, it is evident that we must a long time depend for the means of revenue chiefly on such duties",Hamilton
"In most parts of it, excises must be confined within a narrow compass",Hamilton
The genius of the people will ill brook the inquisitive and peremptory spirit of excise laws,Hamilton
"The pockets of the farmers, on the other hand, will reluctantly yield but scanty supplies, in the unwelcome shape of impositions on their houses and lands; and personal property is too precarious and invisible a fund to be laid hold of in any other way than by the inperceptible agency of taxes on consumption",Hamilton
"If these remarks have any foundation, that state of things which will best enable us to improve and extend so valuable a resource must be best adapted to our political welfare",Hamilton
"And it cannot admit of a serious doubt, that this state of things must rest on the basis of a general Union",Hamilton
"As far as this would be conducive to the interests of commerce, so far it must tend to the extension of the revenue to be drawn from that source",Hamilton
"As far as it would contribute to rendering regulations for the collection of the duties more simple and efficacious, so far it must serve to answer the purposes of making the same rate of duties more productive, and of putting it into the power of the government to increase the rate without prejudice to trade",Hamilton
"The relative situation of these States; the number of rivers with which they are intersected, and of bays that wash there shores; the facility of communication in every direction; the affinity of language and manners; the familiar habits of intercourse; --all these are circumstances that would conspire to render an illicit trade between them a matter of little difficulty, and would insure frequent evasions of the commercial regulations of each other",Hamilton
The separate States or confederacies would be necessitated by mutual jealousy to avoid the temptations to that kind of trade by the lowness of their duties,Hamilton
"The temper of our governments, for a long time to come, would not permit those rigorous precautions by which the European nations guard the avenues into their respective countries, as well by land as by water; and which, even there, are found insufficient obstacles to the adventurous stratagems of avarice",Hamilton
"In France, there is an army of patrols (as they are called) constantly employed to secure their fiscal regulations against the inroads of the dealers in contraband trade",Hamilton
Neckar computes the number of these patrols at upwards of twenty thousand,Hamilton
"This shows the immense difficulty in preventing that species of traffic, where there is an inland communication, and places in a strong light the disadvantages with which the collection of duties in this country would be encumbered, if by disunion the States should be placed in a situation, with respect to each other, resembling that of France with respect to her neighbors",Hamilton
"The arbitrary and vexatious powers with which the patrols are necessarily armed, would be intolerable in a free country",Hamilton
"If, on the contrary, there be but one government pervading all the States, there will be, as to the principal part of our commerce, but ONE SIDE to guard--the ATLANTIC COAST",Hamilton
"Vessels arriving directly from foreign countries, laden with valuable cargoes, would rarely choose to hazard themselves to the complicated and critical perils which would attend attempts to unlade prior to their coming into port",Hamilton
"They would have to dread both the dangers of the coast, and of detection, as well after as before their arrival at the places of their final destination",Hamilton
An ordinary degree of vigilance would be competent to the prevention of any material infractions upon the rights of the revenue,Hamilton
"A few armed vessels, judiciously stationed at the entrances of our ports, might at a small expense be made useful sentinels of the laws",Hamilton
"And the government having the same interest to provide against violations everywhere, the co-operation of its measures in each State would have a powerful tendency to render them effectual",Hamilton
"Here also we should preserve by Union, an advantage which nature holds out to us, and which would be relinquished by separation",Hamilton
"The United States lie at a great distance from Europe, and at a considerable distance from all other places with which they would have extensive connections of foreign trade",Hamilton
"The passage from them to us, in a few hours, or in a single night, as between the coasts of France and Britain, and of other neighboring nations, would be impracticable",Hamilton
"This is a prodigious security against a direct contraband with foreign countries; but a circuitous contraband to one State, through the medium of another, would be both easy and safe",Hamilton
"The difference between a direct importation from abroad, and an indirect importation through the channel of a neighboring State, in small parcels, according to time and opportunity, with the additional facilities of inland communication, must be palpable to every man of discernment",Hamilton
"It is therefore evident, that one national government would be able, at much less expense, to extend the duties on imports, beyond comparison, further than would be practicable to the States separately, or to any partial confederacies",Hamilton
"Hitherto, I believe, it may safely be asserted, that these duties have not upon an average exceeded in any State three per cent",Hamilton
In France they are estimated to be about fifteen per cent,Hamilton
", and in Britain they exceed this proportion",Hamilton
[1] There seems to be nothing to hinder their being increased in this country to at least treble their present amount,Hamilton
"The single article of ardent spirits, under federal regulation, might be made to furnish a considerable revenue",Hamilton
"Upon a ratio to the importation into this State, the whole quantity imported into the United States may be estimated at four millions of gallons; which, at a shilling per gallon, would produce two hundred thousand pounds",Hamilton
"That article would well bear this rate of duty; and if it should tend to diminish the consumption of it, such an effect would be equally favorable to the agriculture, to the economy, to the morals, and to the health of the society",Hamilton
"There is, perhaps, nothing so much a subject of national extravagance as these spirits",Hamilton
"What will be the consequence, if we are not able to avail ourselves of the resource in question in its full extent? A nation cannot long exist without revenues",Hamilton
"Destitute of this essential support, it must resign its independence, and sink into the degraded condition of a province",Hamilton
This is an extremity to which no government will of choice accede,Hamilton
"Revenue, therefore, must be had at all events",Hamilton
"In this country, if the principal part be not drawn from commerce, it must fall with oppressive weight upon land",Hamilton
"It has been already intimated that excises, in their true signification, are too little in unison with the feelings of the people, to admit of great use being made of that mode of taxation; nor, indeed, in the States where almost the sole employment is agriculture, are the objects proper for excise sufficiently numerous to permit very ample collections in that way",Hamilton
"Personal estate (as has been before remarked), from the difficulty in tracing it, cannot be subjected to large contributions, by any other means than by taxes on consumption",Hamilton
"In populous cities, it may be enough the subject of conjecture, to occasion the oppression of individuals, without much aggregate benefit to the State; but beyond these circles, it must, in a great measure, escape the eye and the hand of the tax-gatherer",Hamilton
"As the necessities of the State, nevertheless, must be satisfied in some mode or other, the defect of other resources must throw the principal weight of public burdens on the possessors of land",Hamilton
"And as, on the other hand, the wants of the government can never obtain an adequate supply, unless all the sources of revenue are open to its demands, the finances of the community, under such embarrassments, cannot be put into a situation consistent with its respectability or its security",Hamilton
"Thus we shall not even have the consolations of a full treasury, to atone for the oppression of that valuable class of the citizens who are employed in the cultivation of the soil",Hamilton
But public and private distress will keep pace with each other in gloomy concert; and unite in deploring the infatuation of those counsels which led to disunion,Hamilton
"As CONNECTED with the subject of revenue, we may with propriety consider that of economy",Hamilton
"The money saved from one object may be usefully applied to another, and there will be so much the less to be drawn from the pockets of the people",Hamilton
"If the States are united under one government, there will be but one national civil list to support; if they are divided into several confederacies, there will be as many different national civil lists to be provided for--and each of them, as to the principal departments, coextensive with that which would be necessary for a government of the whole",Hamilton
The entire separation of the States into thirteen unconnected sovereignties is a project too extravagant and too replete with danger to have many advocates,Hamilton
"The ideas of men who speculate upon the dismemberment of the empire seem generally turned toward three confederacies--one consisting of the four Northern, another of the four Middle, and a third of the five Southern States",Hamilton
There is little probability that there would be a greater number,Hamilton
"According to this distribution, each confederacy would comprise an extent of territory larger than that of the kingdom of Great Britain",Hamilton
No well-informed man will suppose that the affairs of such a confederacy can be properly regulated by a government less comprehensive in its organs or institutions than that which has been proposed by the convention,Hamilton
"When the dimensions of a State attain to a certain magnitude, it requires the same energy of government and the same forms of administration which are requisite in one of much greater extent",Hamilton
"This idea admits not of precise demonstration, because there is no rule by which we can measure the momentum of civil power necessary to the government of any given number of individuals; but when we consider that the island of Britain, nearly commensurate with each of the supposed confederacies, contains about eight millions of people, and when we reflect upon the degree of authority required to direct the passions of so large a society to the public good, we shall see no reason to doubt that the like portion of power would be sufficient to perform the same task in a society far more numerous",Hamilton
"Civil power, properly organized and exerted, is capable of diffusing its force to a very great extent; and can, in a manner, reproduce itself in every part of a great empire by a judicious arrangement of subordinate institutions",Hamilton
"The supposition that each confederacy into which the States would be likely to be divided would require a government not less comprehensive than the one proposed, will be strengthened by another supposition, more probable than that which presents us with three confederacies as the alternative to a general Union",Hamilton
"If we attend carefully to geographical and commercial considerations, in conjunction with the habits and prejudices of the different States, we shall be led to conclude that in case of disunion they will most naturally league themselves under two governments",Hamilton
"The four Eastern States, from all the causes that form the links of national sympathy and connection, may with certainty be expected to unite",Hamilton
"New York, situated as she is, would never be unwise enough to oppose a feeble and unsupported flank to the weight of that confederacy",Hamilton
There are other obvious reasons that would facilitate her accession to it,Hamilton
"New Jersey is too small a State to think of being a frontier, in opposition to this still more powerful combination; nor do there appear to be any obstacles to her admission into it",Hamilton
Even Pennsylvania would have strong inducements to join the Northern league,Hamilton
"An active foreign commerce, on the basis of her own navigation, is her true policy, and coincides with the opinions and dispositions of her citizens",Hamilton
"The more Southern States, from various circumstances, may not think themselves much interested in the encouragement of navigation",Hamilton
They may prefer a system which would give unlimited scope to all nations to be the carriers as well as the purchasers of their commodities,Hamilton
Pennsylvania may not choose to confound her interests in a connection so adverse to her policy,Hamilton
"As she must at all events be a frontier, she may deem it most consistent with her safety to have her exposed side turned towards the weaker power of the Southern, rather than towards the stronger power of the Northern, Confederacy",Hamilton
This would give her the fairest chance to avoid being the Flanders of America,Hamilton
"Whatever may be the determination of Pennsylvania, if the Northern Confederacy includes New Jersey, there is no likelihood of more than one confederacy to the south of that State",Hamilton
"Nothing can be more evident than that the thirteen States will be able to support a national government better than one half, or one third, or any number less than the whole",Hamilton
"This reflection must have great weight in obviating that objection to the proposed plan, which is founded on the principle of expense; an objection, however, which, when we come to take a nearer view of it, will appear in every light to stand on mistaken ground",Hamilton
"If, in addition to the consideration of a plurality of civil lists, we take into view the number of persons who must necessarily be employed to guard the inland communication between the different confederacies against illicit trade, and who in time will infallibly spring up out of the necessities of revenue; and if we also take into view the military establishments which it has been shown would unavoidably result from the jealousies and conflicts of the several nations into which the States would be divided, we shall clearly discover that a separation would be not less injurious to the economy, than to the tranquillity, commerce, revenue, and liberty of every part",Hamilton
"IN THE course of the preceding papers, I have endeavored, my fellow-citizens, to place before you, in a clear and convincing light, the importance of Union to your political safety and happiness",Hamilton
"I have unfolded to you a complication of dangers to which you would be exposed, should you permit that sacred knot which binds the people of America together be severed or dissolved by ambition or by avarice, by jealousy or by misrepresentation",Hamilton
"In the sequel of the inquiry through which I propose to accompany you, the truths intended to be inculcated will receive further confirmation from facts and arguments hitherto unnoticed",Hamilton
"If the road over which you will still have to pass should in some places appear to you tedious or irksome, you will recollect that you are in quest of information on a subject the most momentous which can engage the attention of a free people, that the field through which you have to travel is in itself spacious, and that the difficulties of the journey have been unnecessarily increased by the mazes with which sophistry has beset the way",Hamilton
"It will be my aim to remove the obstacles from your progress in as compendious a manner as it can be done, without sacrificing utility to despatch",Hamilton
"In pursuance of the plan which I have laid down for the discussion of the subject, the point next in order to be examined is the ""insufficiency of the present Confederation to the preservation of the Union",Hamilton
""" It may perhaps be asked what need there is of reasoning or proof to illustrate a position which is not either controverted or doubted, to which the understandings and feelings of all classes of men assent, and which in substance is admitted by the opponents as well as by the friends of the new Constitution",Hamilton
"It must in truth be acknowledged that, however these may differ in other respects, they in general appear to harmonize in this sentiment, at least, that there are material imperfections in our national system, and that something is necessary to be done to rescue us from impending anarchy",Hamilton
The facts that support this opinion are no longer objects of speculation,Hamilton
"They have forced themselves upon the sensibility of the people at large, and have at length extorted from those, whose mistaken policy has had the principal share in precipitating the extremity at which we are arrived, a reluctant confession of the reality of those defects in the scheme of our federal government, which have been long pointed out and regretted by the intelligent friends of the Union",Hamilton
We may indeed with propriety be said to have reached almost the last stage of national humiliation,Hamilton
There is scarcely anything that can wound the pride or degrade the character of an independent nation which we do not experience,Hamilton
