sentence,author
"In this situation, military establishments, nourished by mutual jealousy, would be apt to swell beyond their natural or proper size; and being at the separate disposal of the members, they would be engines for the abridgment or demolition of the national authcrity",Hamilton
"The genius of republics (say they) is pacific; the spirit of commerce has a tendency to soften the manners of men, and to extinguish those inflammable humors which have so often kindled into wars",Hamilton
"Revenue, therefore, must be had at all events",Hamilton
"It is evident from the state of the country, from the habits of the people, from the experience we have had on the point itself, that it is impracticable to raise any very considerable sums by direct taxation",Hamilton
"In populous cities, it may be enough the subject of conjecture, to occasion the oppression of individuals, without much aggregate benefit to the State; but beyond these circles, it must, in a great measure, escape the eye and the hand of the tax-gatherer",Hamilton
"The circumstances that endanger the safety of nations are infinite, and for this reason no constitutional shackles can wisely be imposed on the power to which the care of it is committed",Hamilton
"THE importance of the Union, in a commercial light, is one of those points about which there is least room to entertain a difference of opinion, and which has, in fact, commanded the most general assent of men who have any acquaintance with the subject",Hamilton
"Who shall judge of the continuance of the danger? This must undoubtedly be submitted to the national government, and the matter would then be brought to this issue, that the national government, to provide against apprehended danger, might in the first instance raise troops, and might afterwards keep them on foot as long as they supposed the peace or safety of the community was in any degree of jeopardy",Hamilton
"The greater deficiencies of some States furnished the pretext of example and the temptation of interest to the complying, or to the least delinquent States",Hamilton
"Why has government been instituted at all? Because the passions of men will not conform to the dictates of reason and justice, without constraint",Hamilton
"The people of America may be warmly attached to the government of the Union, at times when the particular rulers of particular States, stimulated by the natural rivalship of power, and by the hopes of personal aggrandizement, and supported by a strong faction in each of those States, may be in a very opposite temper",Hamilton
"IT HAS been urged, in different shapes, that a Constitution of the kind proposed by the convention cannot operate without the aid of a military force to execute its laws",Hamilton
"They are not AT LIBERTY to vest in the executive department permanent funds for the support of an army, if they were even incautious enough to be willing to repose in it so improper a confidence",Hamilton
"If even the rule adopted should in practice justify the equality of its principle, still delinquencies in payments on the part of some of the States would result from a diversity of other causes--the real deficiency of resources; the mismanagement of their finances; accidental disorders in the management of the government; and, in addition to the rest, the reluctance with which men commonly part with money for purposes that have outlived the exigencies which produced them, and interfere with the supply of immediate wants",Hamilton
"THE three last numbers of this paper have been dedicated to an enumeration of the dangers to which we should be exposed, in a state of disunion, from the arms and arts of foreign nations",Hamilton
"Thus the legislatures, courts, and magistrates, of the respective members, will be incorporated into the operations of the national government AS FAR AS ITS JUST AND CONSTITUTIONAL AUTHORITY EXTENDS; and will be rendered auxiliary to the enforcement of its laws",Hamilton
"There are causes of differences within our immediate contemplation, of the tendency of which, even under the restraints of a federal constitution, we have had sufficient experience to enable us to form a judgment of what might be expected if those restraints were removed",Hamilton
"The Lacedaemonians, to gratify their allies, and yet preserve the semblance of an adherence to their ancient institutions, had recourse to the flimsy subterfuge of investing Lysander with the real power of admiral, under the nominal title of vice-admiral",Hamilton
"When the dimensions of a State attain to a certain magnitude, it requires the same energy of government and the same forms of administration which are requisite in one of much greater extent",Hamilton
"If opposition to the national government should arise from the disorderly conduct of refractory or seditious individuals, it could be overcome by the same means which are daily employed against the same evil under the State governments",Hamilton
"The ambitious cardinal, who was prime minister to Henry VIII",Hamilton
"Were he to have too great influence over one, this would alarm the rest",Hamilton
"As to the Senate, it is impossible that any regulation of ""time and manner,"" which is all that is proposed to be submitted to the national government in respect to that body, can affect the spirit which will direct the choice of its members",Hamilton
"Such a state of things can certainly not deserve the name of government, nor would any prudent man choose to commit his happiness to it",Hamilton
"Impressions of this kind will naturally indicate the policy of fostering divisions among us, and of depriving us, as far as possible, of an ACTIVE COMMERCE in our own bottoms",Hamilton
The competitions of commerce would be another fruitful source of contention,Hamilton
"This doctrine, in substance, had like to have lost us our independence",Hamilton
New York is more deeply interested in these considerations than such of her citizens as contend for limiting the power of the Union to external taxation may be aware of,Hamilton
"These garrisons must either be furnished by occasional detachments from the militia, or by permanent corps in the pay of the government",Hamilton
"The conclusion is, that there must be interwoven, in the frame of the government, a general power of taxation, in one shape or another",Hamilton
"This, however, is an evil inseparable from the principle of quotas and requisitions",Hamilton
"The rulers of the former can have a good pretext, if they are even so inclined, to keep on foot armies so numerous as must of necessity be maintained in the latter",Hamilton
"The habits of intercourse, on the basis of equal privileges, to which we have been accustomed since the earliest settlement of the country, would give a keener edge to those causes of discontent than they would naturally have independent of this circumstance",Hamilton
"Venice, in later times, figured more than once in wars of ambition, till, becoming an object to the other Italian states, Pope Julius II",Hamilton
"He has several times been compelled to owe obligations to the pecuniary succors of other nations for the preservation of his essential interests, and is unable, upon the strength of his own resources, to sustain a long or continued war",Hamilton
Evils of this description ought not to be regarded as imaginary,Hamilton
"It is indeed evident, on the most superficial view, that there is no object, either as it respects the interests of trade or finance, that more strongly demands a federal superintendence",Hamilton
"The proposed Constitution, so far from implying an abolition of the State governments, makes them constituent parts of the national sovereignty, by allowing them a direct representation in the Senate, and leaves in their possession certain exclusive and very important portions of sovereign power",Hamilton
But does it follow because there is a power to lay them that they will actually be laid? Every State in the Union has power to impose taxes of this kind; and yet in several of them they are unknown in practice,Hamilton
"If such suppositions could even be reasonably made, still the concealment of the design, for any duration, would be impracticable",Hamilton
"Jenkinson, in ushering into the House of Commons a bill for regulating the temporary intercourse between the two countries, should preface its introduction by a declaration that similar provisions in former bills had been found to answer every purpose to the commerce of Great Britain, and that it would be prudent to persist in the plan until it should appear whether the American government was likely or not to acquire greater consistency",Hamilton
"The necessity of naval protection to external or maritime commerce does not require a particular elucidation, no more than the conduciveness of that species of commerce to the prosperity of a navy",Hamilton
"It is this which has chiefly contributed to reduce us to a situation, which affords ample cause both of mortification to ourselves, and of triumph to our enemies",Hamilton
"In those emergencies of a nation, in which the goodness or badness, the weakness or strength of its government, is of the greatest importance, there is commonly a necessity for action",Hamilton
And this is all that can be reasonably meant by a knowledge of the interests and feelings of the people,Hamilton
The institutions chiefly alluded to are STANDING ARMIES and the correspondent appendages of military establishments,Hamilton
The legislatures will have better means of information,Hamilton
"Civil power, properly organized and exerted, is capable of diffusing its force to a very great extent; and can, in a manner, reproduce itself in every part of a great empire by a judicious arrangement of subordinate institutions",Hamilton
"If we attend carefully to geographical and commercial considerations, in conjunction with the habits and prejudices of the different States, we shall be led to conclude that in case of disunion they will most naturally league themselves under two governments",Hamilton
"To THE powers proposed to be conferred upon the federal government, in respect to the creation and direction of the national forces, I have met with but one specific objection, which, if I understand it right, is this, that proper provision has not been made against the existence of standing armies in time of peace; an objection which, I shall now endeavor to show, rests on weak and unsubstantial foundations",Hamilton
"The great and radical vice in the construction of the existing Confederation is in the principle of LEGISLATION for STATES or GOVERNMENTS, in their CORPORATE or COLLECTIVE CAPACITIES, and as contradistinguished from the INDIVIDUALS of which they consist",Hamilton
"This, I contend, is manifestly a concurrent and coequal authority in the United States and in the individual States",Hamilton
"Thus circumstanced, a war breaks out",Hamilton
"The suggestions of wounded pride, the instigations of irritated resentment, would be apt to carry the States against which the arms of the Union were exerted, to any extremes necessary to avenge the affront or to avoid the disgrace of submission",Hamilton
"But let us advert to the large debt which we have ourselves contracted in a single war, and let us only calculate on a common share of the events which disturb the peace of nations, and we shall instantly perceive, without the aid of any elaborate illustration, that there must always be an immense disproportion between the objects of federal and state expenditures",Hamilton
"There are rights of great moment to the trade of America which are rights of the Union--I allude to the fisheries, to the navigation of the Western lakes, and to that of the Mississippi",Hamilton
"Besides, there are matters of considerable moment determinable by a bare majority; and there are others, concerning which doubts have been entertained, which, if interpreted in favor of the sufficiency of a vote of seven States, would extend its operation to interests of the first magnitude",Hamilton
"[1]If the representatives of the people betray their constituents, there is then no resource left but in the exertion of that original right of self-defense which is paramount to all positive forms of government, and which against the usurpations of the national rulers, may be exerted with infinitely better prospect of success than against those of the rulers of an individual state",Hamilton
"If, therefore, the measures of the Confederacy cannot be executed without the intervention of the particular administrations, there will be little prospect of their being executed at all",Hamilton
"To argue upon abstract principles that this co-ordinate authority cannot exist, is to set up supposition and theory against fact and reality",Hamilton
"Attempts of this kind would not often be made with levity or rashness, because they could seldom be made without danger to the authors, unless in cases of a tyrannical exercise of the federal authority",Hamilton
"And there are others, not less numerous than either of the former, which take their origin entirely in private passions; in the attachments, enmities, interests, hopes, and fears of leading individuals in the communities of which they are members",Hamilton
"I have unfolded to you a complication of dangers to which you would be exposed, should you permit that sacred knot which binds the people of America together be severed or dissolved by ambition or by avarice, by jealousy or by misrepresentation",Hamilton
"We have seen, however, that it has not had thus far an extensive prevalency; that even in this country, where it made its first appearance, Pennsylvania and North Carolina are the only two States by which it has been in any degree patronized; and that all the others have refused to give it the least countenance; wisely judging that confidence must be placed somewhere; that the necessity of doing it, is implied in the very act of delegating power; and that it is better to hazard the abuse of that confidence than to embarrass the government and endanger the public safety by impolitic restrictions on the legislative authority",Hamilton
"This is an idea not superficial or futile, but solid and weighty",Hamilton
"When the concurrence of a large number is required by the Constitution to the doing of any national act, we are apt to rest satisfied that all is safe, because nothing improper will be likely TO BE DONE, but we forget how much good may be prevented, and how much ill may be produced, by the power of hindering the doing what may be necessary, and of keeping affairs in the same unfavorable posture in which they may happen to stand at particular periods",Hamilton
"To this great national object, a NAVY, union will contribute in various ways",Hamilton
"They have submitted the regulation of elections for the federal government, in the first instance, to the local administrations; which, in ordinary cases, and when no improper views prevail, may be both more convenient and more satisfactory; but they have reserved to the national authority a right to interpose, whenever extraordinary circumstances might render that interposition necessary to its safety",Hamilton
"Congress, by the articles which compose that compact (as has already been stated), are authorized to ascertain and call for any sums of money necessary, in their judgment, to the service of the United States; and their requisitions, if conformable to the rule of apportionment, are in every constitutional sense obligatory upon the States",Hamilton
This review shall form the subject of some ensuing papers,Hamilton
"That of New Hampshire is to be marched to Georgia, of Georgia to New Hampshire, of New York to Kentucky, and of Kentucky to Lake Champlain",Hamilton
"The object it seems to aim at is, in the first place, impracticable, and in the sense in which it is contended for, is unnecessary",Hamilton
"In order to furnish the quotas required of them, they outbid each other till bounties grew to an enormous and insupportable size",Hamilton
"In the course of the preceding observations, I have had an eye, my fellow-citizens, to putting you upon your guard against all attempts, from whatever quarter, to influence your decision in a matter of the utmost moment to your welfare, by any impressions other than those which may result from the evidence of truth",Hamilton
It would be as burdensome and injurious to the public as ruinous to private citizens,Hamilton
"Whatever may be the limits or modifications of the powers of the Union, it is easy to imagine an endless train of possible dangers; and by indulging an excess of jealousy and timidity, we may bring ourselves to a state of absolute scepticism and irresolution",Hamilton
"Men, upon too many occasions, do not give their own understandings fair play; but, yielding to some untoward bias, they entangle themselves in words and confound themselves in subtleties",Hamilton
"But the question again recurs, upon what pretense could he be put in possession of a force of that magnitude in time of peace? If we suppose it to have been created in consequence of some domestic insurrection or foreign war, then it becomes a case not within the principles of the objection; for this is levelled against the power of keeping up troops in time of peace",Hamilton
And yet this is the plain alternative involved by those who wish to deny it the power of extending its operations to individuals,Hamilton
"Even the States which brought forward claims, in contradiction to ours, seemed more solicitous to dismember this State, than to establish their own pretensions",Hamilton
"Are we in a condition to resent or to repel the aggression? We have neither troops, nor treasury, nor government",Hamilton
"Upon the same principle that a man is more attached to his family than to his neighborhood, to his neighborhood than to the community at large, the people of each State would be apt to feel a stronger bias towards their local governments than towards the government of the Union; unless the force of that principle should be destroyed by a much better administration of the latter",Hamilton
"Its preservation, therefore ought in no case that can be avoided, to be committed to the guardianship of any but those whose situation will uniformly beget an immediate interest in the faithful and vigilant performance of the trust",Hamilton
"It is true that several of the States, separately, are encumbered with considerable debts, which are an excrescence of the late war",Hamilton
"The mass would be likely to remain nearly the same, assimilating constantly to itself its gradual accretions",Hamilton
"All violent policy, as it is contrary to the natural and experienced course of human affairs, defeats itself",Hamilton
"It must, in short, possess all the means, and have aright to resort to all the methods, of executing the powers with which it is intrusted, that are possessed and exercised by the government of the particular States",Hamilton
"But what is to be the object of this capricious partiality in the national councils? Is it to be exercised in a discrimination between the different departments of industry, or between the different kinds of property, or between the different degrees of property? Will it lean in favor of the landed interest, or the moneyed interest, or the mercantile interest, or the manufacturing interest? Or, to speak in the fashionable language of the adversaries to the Constitution, will it court the elevation of ""the wealthy and the well-born,"" to the exclusion and debasement of all the rest of the society?If this partiality is to be exerted in favor of those who are concerned in any particular description of industry or property, I presume it will readily be admitted, that the competition for it will lie between landed men and merchants",Hamilton
"As a nursery of seamen, it now is, or when time shall have more nearly assimilated the principles of navigation in the several States, will become, a universal resource",Hamilton
"When the sword is once drawn, the passions of men observe no bounds of moderation",Hamilton
It will always be far more easy for the State governments to encroach upon the national authorities than for the national government to encroach upon the State authorities,Hamilton
"The cries of the nation and the importunities of their representatives have, upon various occasions, dragged their monarchs into war, or continued them in it, contrary to their inclinations, and sometimes contrary to the real interests of the State",Hamilton
"If, to obviate this consequence, it should be resolved to extend the prohibition to the RAISING of armies in time of peace, the United States would then exhibit the most extraordinary spectacle which the world has yet seen, that of a nation incapacitated by its Constitution to prepare for defense, before it was actually invaded",Hamilton
Things did not come to this desperate extremity at once,Hamilton
There is another objection of a somewhat more precise nature that claims our attention,Hamilton
"It has been practiced upon in different countries and ages, and has received the sanction of the most approved writers on the subject of politics",Hamilton
"And if they could be prevailed upon or compelled to do it, the increased expense of a frequent rotation of service, and the loss of labor and disconcertion of the industrious pursuits of individuals, would form conclusive objections to the scheme",Hamilton
"To form a safe and satisfactory judgment of the proper remedy, it is absolutely necessary that we should be well acquainted with the extent and malignity of the disease",Hamilton
"But it is evident that all conjectures of this kind must be extremely vague and fallible: and that it is by far the safest course to lay them altogether aside, and to confine our attention wholly to the nature and extent of the powers as they are delineated in the Constitution",Hamilton
"I readily admit that this would be the case, as long as other resources were open; but if the avenues to them were closed, HOPE, stimulated by necessity, would beget experiments, fortified by rigorous precautions and additional penalties, which, for a time, would have the intended effect, till there had been leisure to contrive expedients to elude these new precautions",Hamilton
"The apportionment, in the first instance, and the progressive extinguishment afterward, would be alike productive of ill-humor and animosity",Hamilton
We might defy the little arts of the little politicians to control or vary the irresistible and unchangeable course of nature,Hamilton
"In reading many of the publications against the Constitution, a man is apt to imagine that he is perusing some ill-written tale or romance, which instead of natural and agreeable images, exhibits to the mind nothing but frightful and distorted shapes ""Gorgons, hydras, and chimeras dire""; discoloring and disfiguring whatever it represents, and transforming everything it touches into a monster",Hamilton
"And how could it have happened otherwise? Could that which procures a freer vent for the products of the earth, which furnishes new incitements to the cultivation of land, which is the most powerful instrument in increasing the quantity of money in a state--could that, in fine, which is the faithful handmaid of labor and industry, in every shape, fail to augment that article, which is the prolific parent of far the greatest part of the objects upon which they are exerted? It is astonishing that so simple a truth should ever have had an adversary; and it is one, among a multitude of proofs, how apt a spirit of ill-informed jealousy, or of too great abstraction and refinement, is to lead men astray from the plainest truths of reason and conviction",Hamilton
"Among other illustrations of its truth which might be cited, Scotland will furnish a cogent example",Hamilton
"Yet were they as often engaged in wars, offensive and defensive, as the neighboring monarchies of the same times",Hamilton
"To acquiesce in such a privation of their due importance in the political scale, would be not merely to be insensible to the love of power, but even to sacrifice the desire of equality",Hamilton
"They could at any moment annihilate it, by neglecting to provide for the choice of persons to administer its affairs",Hamilton
"It also teaches us, in its application to the United States, how little the rights of a feeble government are likely to be respected, even by its own constituents",Hamilton
"I use these terms to distinguish this last case from another which might appear to resemble it, but which would, in fact, be essentially different; I mean where the exercise of a concurrent jurisdiction might be productive of occasional interferences in the POLICY of any branch of administration, but would not imply any direct contradiction or repugnancy in point of constitutional authority",Hamilton
"Many spectres have been raised out of this power of internal taxation, to excite the apprehensions of the people: double sets of revenue officers, a duplication of their burdens by double taxations, and the frightful forms of odious and oppressive poll-taxes, have been played off with all the ingenious dexterity of political legerdemain",Hamilton
"I shall not, however, multiply professions on this head",Hamilton
"It may be objected to this, that not seven but nine States, or two thirds of the whole number, must consent to the most important resolutions; and it may be thence inferred that nine States would always comprehend a majority of the Union",Hamilton
"Exorbitant duties on imported articles would beget a general spirit of smuggling; which is always prejudicial to the fair trader, and eventually to the revenue itself: they tend to render other classes of the community tributary, in an improper degree, to the manufacturing classes, to whom they give a premature monopoly of the markets; they sometimes force industry out of its more natural channels into others in which it flows with less advantage; and in the last place, they oppress the merchant, who is often obliged to pay them himself without any retribution from the consumer",Hamilton
The majesty of the national authority must be manifested through the medium of the courts of justice,Hamilton
"This situation and the vicinity of the West India Islands, belonging to these two powers create between them, in respect to their American possessions and in relation to us, a common interest",Hamilton
This would be more peculiarly the case in relation to operations in the West Indies,Hamilton
"The importance of commerce, in the view of revenue alone, must effectually guard it against the enmity of a body which would be continually importuned in its favor, by the urgent calls of public necessity",Hamilton
But this is a thing more ardently to be wished than seriously to be expected,Hamilton
In this situation there must be a peculiar coincidence of circumstances to insure success to the popular resistance,Hamilton
"As CONNECTED with the subject of revenue, we may with propriety consider that of economy",Hamilton
And the guilt of all would thus become the security of all,Hamilton
"The interest of all would, in this respect at least, be the security of all",Hamilton
"These armies being, in the first case, rarely, if at all, called into activity for interior defense, the people are in no danger of being broken to military subordination",Hamilton
"A successful faction may erect a tyranny on the ruins of order and law, while no succor could constitutionally be afforded by the Union to the friends and supporters of the government",Hamilton
"And yet, from the want of the fostering influence of commerce, that monarch can boast but slender revenues",Hamilton
"But this untractableness may be carried too far, and may degenerate into obstinacy, perverseness, or disingenuity",Hamilton
"Is private credit the friend and patron of industry? That most useful kind which relates to borrowing and lending is reduced within the narrowest limits, and this still more from an opinion of insecurity than from the scarcity of money",Hamilton
THE effects of Union upon the commercial prosperity of the States have been sufficiently delineated,Hamilton
"They foresee the dangers that may threaten their American dominions from the neighborhood of States, which have all the dispositions, and would possess all the means, requisite to the creation of a powerful marine",Hamilton
"The idea of an actual representation of all classes of the people, by persons of each class, is altogether visionary",Hamilton
"With a view to establishing the equilibrium of power and the peace of that part of the world, all the resources of negotiation were exhausted, and triple and quadruple alliances were formed; but they were scarcely formed before they were broken, giving an instructive but afflicting lesson to mankind, how little dependence is to be placed on treaties which have no other sanction than the obligations of good faith, and which oppose general considerations of peace and justice to the impulse of any immediate interest or passion",Hamilton
"The American militia, in the course of the late war, have, by their valor on numerous occasions, erected eternal monuments to their fame; but the bravest of them feel and know that the liberty of their country could not have been established by their efforts alone, however great and valuable they were",Hamilton
"If this was the intention, why not leave it, in the first instance, to what is alleged to be the natural operation of the original clause, conferring a general power of taxation upon the Union? It is evident that this could not have been the intention, and that it will not bear a construction of the kind",Hamilton
"Small states, or states of less natural strength, under vigorous governments, and with the assistance of disciplined armies, have often triumphed over large states, or states of greater natural strength, which have been destitute of these advantages",Hamilton
"When a nation has become so powerful by sea that it can protect its dock-yards by its fleets, this supersedes the necessity of garrisons for that purpose; but where naval establishments are in their infancy, moderate garrisons will, in all likelihood, be found an indispensable security against descents for the destruction of the arsenals and dock-yards, and sometimes of the fleet itself",Hamilton
"Such men must behold the actual situation of their country with painful solicitude, and deprecate the evils which ambition or revenge might, with too much facility, inflict upon it",Hamilton
Revenue is as requisite to the purposes of the local administrations as to those of the Union; and the former are at least of equal importance with the latter to the happiness of the people,Hamilton
"A stranger to our politics, who was to read our newspapers at the present juncture, without having previously inspected the plan reported by the convention, would be naturally led to one of two conclusions: either that it contained a positive injunction, that standing armies should be kept up in time of peace; or that it vested in the EXECUTIVE the whole power of levying troops, without subjecting his discretion, in any shape, to the control of the legislature",Hamilton
"If a well-regulated militia be the most natural defense of a free country, it ought certainly to be under the regulation and at the disposal of that body which is constituted the guardian of the national security",Hamilton
It has happened as was to have been foreseen,Hamilton
"By prohibitory regulations, extending, at the same time, throughout the States, we may oblige foreign countries to bid against each other, for the privileges of our markets",Hamilton
"Or if the combustible materials that now seem to be collecting should be dissipated without coming to maturity, or if a flame should be kindled without extending to us, what security can we have that our tranquillity will long remain undisturbed from some other cause or from some other quarter? Let us recollect that peace or war will not always be left to our option; that however moderate or unambitious we may be, we cannot count upon the moderation, or hope to extinguish the ambition of others",Hamilton
"The man who understands those principles best will be least likely to resort to oppressive expedients, or sacrifice any particular class of citizens to the procurement of revenue",Hamilton
"So far as that construction may expose the Union to the possibility of injury from the State legislatures, it is an evil; but it is an evil which could not have been avoided without excluding the States, in their political capacities, wholly from a place in the organization of the national government",Hamilton
"The State governments, by their original constitutions, are invested with complete sovereignty",Hamilton
"But it will not follow that, because they have a power to do this in one instance, they ought to have it in every other",Hamilton
This power ought to be coextensive with all the possible combinations of such circumstances; and ought to be under the direction of the same councils which are appointed to preside over the common defense,Hamilton
"The principal purposes to be answered by union are these the common defense of the members; the preservation of the public peace as well against internal convulsions as external attacks; the regulation of commerce with other nations and between the States; the superintendence of our intercourse, political and commercial, with foreign countries",Hamilton
"It must needs be that this people, so jealous of their liberties, have, in all the preceding models of the constitutions which they have established, inserted the most precise and rigid precautions on this point, the omission of which, in the new plan, has given birth to all this apprehension and clamor",Hamilton
And this number James II,Hamilton
"The particular policy of the national and of the State systems of finance might now and then not exactly coincide, and might require reciprocal forbearances",Hamilton
PLUNDER and devastation ever march in the train of irregulars,Hamilton
The calamities of individuals would make the principal figure in the events which would characterize our military exploits,Hamilton
"The airy phantoms that flit before the distempered imaginations of some of its adversaries would quickly give place to the more substantial forms of dangers, real, certain, and formidable",Hamilton
"Though the objection be made to both, yet the reasoning upon it seems to be confined to the former branch",Hamilton
Is public credit an indispensable resource in time of public danger? We seem to have abandoned its cause as desperate and irretrievable,Hamilton
"It may perhaps be thought superfluous to offer arguments to prove the utility of the UNION, a point, no doubt, deeply engraved on the hearts of the great body of the people in every State, and one, which it may be imagined, has no adversaries",Hamilton
"The result from all this is that the Union ought to be invested with full power to levy troops; to build and equip fleets; and to raise the revenues which will be required for the formation and support of an army and navy, in the customary and ordinary modes practiced in other governments",Hamilton
Territorial disputes have at all times been found one of the most fertile sources of hostility among nations,Hamilton
"The truth is, that the existence of a federal government and military establishments under State authority are not less at variance with each other than a due supply of the federal treasury and the system of quotas and requisitions",Hamilton
"Hence we perceive that the clause which declares the supremacy of the laws of the Union, like the one we have just before considered, only declares a truth, which flows immediately and necessarily from the institution of a federal government",Hamilton
"It will be my aim to remove the obstacles from your progress in as compendious a manner as it can be done, without sacrificing utility to despatch",Hamilton
"Happily for mankind, stupendous fabrics reared on the basis of liberty, which have flourished for ages, have, in a few glorious instances, refuted their gloomy sophisms",Hamilton
"The single article of ardent spirits, under federal regulation, might be made to furnish a considerable revenue",Hamilton
"Is it not (we may ask these projectors in politics) the true interest of all nations to cultivate the same benevolent and philosophic spirit? If this be their true interest, have they in fact pursued it? Has it not, on the contrary, invariably been found that momentary passions, and immediate interest, have a more active and imperious control over human conduct than general or remote considerations of policy, utility or justice? Have republics in practice been less addicted to war than monarchies? Are not the former administered by MEN as well as the latter? Are there not aversions, predilections, rivalships, and desires of unjust acquisitions, that affect nations as well as kings? Are not popular assemblies frequently subject to the impulses of rage, resentment, jealousy, avarice, and of other irregular and violent propensities? Is it not well known that their determinations are often governed by a few individuals in whom they place confidence, and are, of course, liable to be tinctured by the passions and views of those individuals? Has commerce hitherto done anything more than change the objects of war? Is not the love of wealth as domineering and enterprising a passion as that of power or glory? Have there not been as many wars founded upon commercial motives since that has become the prevailing system of nations, as were before occasioned by the cupidity of territory or dominion? Has not the spirit of commerce, in many instances, administered new incentives to the appetite, both for the one and for the other? Let experience, the least fallible guide of human opinions, be appealed to for an answer to these inquiries",Hamilton
"Let Virginia be contrasted with North Carolina, Pennsylvania with Connecticut, or Maryland with New Jersey, and we shall be convinced that the respective abilities of those States, in relation to revenue, bear little or no analogy to their comparative stock in lands or to their comparative population",Hamilton
"It is a singular instance of the capriciousness of the human mind, that after all the admonitions we have had from experience on this head, there should still be found men who object to the new Constitution, for deviating from a principle which has been found the bane of the old, and which is in itself evidently incompatible with the idea of GOVERNMENT; a principle, in short, which, if it is to be executed at all, must substitute the violent and sanguinary agency of the sword to the mild influence of the magistracy",Hamilton
"There is no method of steering clear of this inconvenience, but by authorizing the national government to raise its own revenues in its own way",Hamilton
"It cannot be provided against by any possible form of government; it might even result from a simple league offensive and defensive, if it should ever be necessary for the confederates or allies to form an army for common defense",Hamilton
"Nothing remains but the landed interest; and this, in a political view, and particularly in relation to taxes, I take to be perfectly united, from the wealthiest landlord down to the poorest tenant",Hamilton
"There is, perhaps, nothing so much a subject of national extravagance as these spirits",Hamilton
"The arbitrary and vexatious powers with which the patrols are necessarily armed, would be intolerable in a free country",Hamilton
"It would be as absurd to doubt, that a right to pass all laws NECESSARY AND PROPER to execute its declared powers, would include that of requiring the assistance of the citizens to the officers who may be intrusted with the execution of those laws, as it would be to believe, that a right to enact laws necessary and proper for the imposition and collection of taxes would involve that of varying the rules of descent and of the alienation of landed property, or of abolishing the trial by jury in cases relating to it",Hamilton
This would neither be equitable as it respected New York nor safe as it respected the other States,Hamilton
Its distribution and organization will more properly claim our attention under the succeeding head,Hamilton
"But it will not follow from this doctrine that acts of the large society which are NOT PURSUANT to its constitutional powers, but which are invasions of the residuary authorities of the smaller societies, will become the supreme law of the land",Hamilton
"Its authority would be expressly restricted to the regulation of the TIMES, the PLACES, the MANNER of elections",Hamilton
"I am greatly mistaken, if any thing of weight has yet been advanced of this tendency; and I flatter myself, that the observations which have been made in the course of these papers have served to place the reverse of that position in as clear a light as any matter still in the womb of time and experience can be susceptible of",Hamilton
"The weaker States or confederacies would first have recourse to them, to put themselves upon an equality with their more potent neighbors",Hamilton
"To the establishment of a navy, it must be indispensable",Hamilton
This results from every political association,Hamilton
These ingredients are both indispensable,Hamilton
"THE necessity of a Constitution, at least equally energetic with the one proposed, to the preservation of the Union, is the point at the examination of which we are now arrived",Hamilton
"It is, therefore, with the most evident propriety, that the plan of the convention proposes to empower the Union ""to provide for organizing, arming, and disciplining the militia, and for governing such part of them as may be employed in the service of the United States, RESERVING TO THE STATES RESPECTIVELY THE APPOINTMENT OF THE OFFICERS, AND THE AUTHORITY OF TRAINING THE MILITIA ACCORDING TO THE DISCIPLINE PRESCRIBED BY CONGRESS",Hamilton
"Wise politicians will be cautious about fettering the government with restrictions that cannot be observed, because they know that every breach of the fundamental laws, though dictated by necessity, impairs that sacred reverence which ought to be maintained in the breast of rulers towards the constitution of a country, and forms a precedent for other breaches where the same plea of necessity does not exist at all, or is less urgent and palpable",Hamilton
"Imposts, excises, and, in general, all duties upon articles of consumption, may be compared to a fluid, which will, in time, find its level with the means of paying them",Hamilton
"In other cases, the probability is that the United States will either wholly abstain from the objects preoccupied for local purposes, or will make use of the State officers and State regulations for collecting the additional imposition",Hamilton
"There would, in fact, be an insuperable difficulty in ascertaining when force could with propriety be employed",Hamilton
Their wood for the construction of ships is also of a more solid and lasting texture,Hamilton
"The objection, when applied to real property or to houses and lands, appears to have, at first sight, more foundation, but even in this view it will not bear a close examination",Hamilton
Do we owe debts to foreigners and to our own citizens contracted in a time of imminent peril for the preservation of our political existence? These remain without any proper or satisfactory provision for their discharge,Hamilton
"Formerly, an invading army would penetrate into the heart of a neighboring country almost as soon as intelligence of its approach could be received; but now a comparatively small force of disciplined troops, acting on the defensive, with the aid of posts, is able to impede, and finally to frustrate, the enterprises of one much more considerable",Hamilton
"It is impossible to read the history of the petty republics of Greece and Italy without feeling sensations of horror and disgust at the distractions with which they were continually agitated, and at the rapid succession of revolutions by which they were kept in a state of perpetual vibration between the extremes of tyranny and anarchy",Hamilton
"We there find that, notwithstanding the affirmative grants of general authorities, there has been the most pointed care in those cases where it was deemed improper that the like authorities should reside in the States, to insert negative clauses prohibiting the exercise of them by the States",Hamilton
I mean a CONFEDERATE REPUBLIC,Hamilton
"The streams of national power ought to flow immediately from that pure, original fountain of all legitimate authority",Hamilton
"Commerce, contributing to both these objects, must of necessity render the payment of taxes easier, and facilitate the requisite supplies to the treasury",Hamilton
